"id","submitdate","lastpage","startlanguage","seed","age","gender","gender[other]","colorVision","experiencePacman","experienceAI","experienceAI2[1]","experienceAI2[2]","experienceAI2[3]","experienceAI2[4]","experienceAI2[5]","experienceAI2[other]","outcomeAI[1]","randVideoSeed","randnumber","videoname1","videoname2","videoname3","retrospectionText","retrospectionQuest","next","infoPacman","gamePacman","regularPill","identifyPacman","powerPill","GhostsBlueWhen","GhostsBlueWhat","infoPacman2","gamePacman2","infoSummary","infoSaliency","greenArea","brightnessArea","quizSummary","infoSummary2","infoSaliency2","retrospectionVideo1","retrospectionClicks1","Intention1","retrospection1[1]","retrospection1[2]","retrospection1[3]","retrospection1[4]","retrospection1[5]","retrospection1[6]","RetrospectionConf1[predictConf1]","RetrospectionExpl1","retrospectionVideo2","retrospectionClicks2","Intention2","retrospection2[1]","retrospection2[2]","retrospection2[3]","retrospection2[4]","retrospection2[5]","retrospection2[6]","RetrospectionConf2[predictConf1]","RetrospectionExpl2","retrospectionVideo3","retrospectionClicks3","Intention3","retrospection3[1]","retrospection3[2]","retrospection3[3]","retrospection3[4]","retrospection3[5]","retrospection3[6]","RetrospectionConf3[predictConf1]","RetrospectionExpl3","explSatisfaction1[1]","explSatisfaction1[2]","explSatisfaction1[3]","explSatisfaction1[4]","explSatisfaction1[5]","explSatisfaction1[6]","comment1","trustDescription1","videos1","videoClicks1A","videoClicks1B","trustBool1","trustConfidence1[confidence1]","trustExpl1","trustDescription2","videos2","videoClicks2A","videoClicks2B","trustBool2","trustConfidence2[confidence1]","trustExpl2","trustDescription3","videos3","videoClicks3A","videoClicks3B","trustBool3","trustConfidence3[confidence1]","trustExpl3","explSatisfaction2[1]","explSatisfaction2[2]","explSatisfaction2[3]","explSatisfaction2[4]","explSatisfaction2[5]","explSatisfaction2[6]","comment2","bonus","code","submit","interviewtime","groupTime531","ageTime","genderTime","colorVisionTime","experiencePacmanTime","experienceAITime","experienceAI2Time","outcomeAITime","randVideoSeedTime","randnumberTime","groupTime542","videoname1Time","videoname2Time","videoname3Time","retrospectionTextTime","retrospectionQuestTime","nextTime","groupTime532","infoPacmanTime","gamePacmanTime","groupTime533","regularPillTime","identifyPacmanTime","powerPillTime","GhostsBlueWhenTime","GhostsBlueWhatTime","groupTime540","infoPacman2Time","gamePacman2Time","groupTime534","infoSummaryTime","infoSaliencyTime","groupTime535","greenAreaTime","brightnessAreaTime","quizSummaryTime","groupTime541","infoSummary2Time","infoSaliency2Time","groupTime544","retrospectionVideo1Time","retrospectionClicks1Time","Intention1Time","retrospection1Time","RetrospectionConf1Time","RetrospectionExpl1Time","groupTime546","retrospectionVideo2Time","retrospectionClicks2Time","Intention2Time","retrospection2Time","RetrospectionConf2Time","RetrospectionExpl2Time","groupTime547","retrospectionVideo3Time","retrospectionClicks3Time","Intention3Time","retrospection3Time","RetrospectionConf3Time","RetrospectionExpl3Time","groupTime545","explSatisfaction1Time","comment1Time","groupTime536","trustDescription1Time","videos1Time","videoClicks1ATime","videoClicks1BTime","trustBool1Time","trustConfidence1Time","trustExpl1Time","groupTime537","trustDescription2Time","videos2Time","videoClicks2ATime","videoClicks2BTime","trustBool2Time","trustConfidence2Time","trustExpl2Time","groupTime538","trustDescription3Time","videos3Time","videoClicks3ATime","videoClicks3BTime","trustBool3Time","trustConfidence3Time","trustExpl3Time","groupTime543","explSatisfaction2Time","comment2Time","groupTime539","bonusTime","codeTime","submitTime"
"93","","0","en","2002806522","","","","","","","","","","","","","","9","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"94","1980-01-01 00:00:00","17","en","1670923366","3","2","","0","3","1","1","0","0","0","1","0","4","9","3","/surveys/upload/surveys/248468/files/agent1_random_lrp_9.mp4","/surveys/upload/surveys/248468/files/agent2_random_lrp_9.mp4","/surveys/upload/surveys/248468/files/agent3_random_lrp_9.mp4","","","","","","A3","A3","A2","A2","A1","","","","","A1","A2","A2","","","","1","Collecting as many pills as possible, and not really watching out too much for the ghosts, and going slowly.","0","1","0","0","0","0","4","I came to my selection because it seemed the AI was just focused on slowly collecting normal pills, and wasn't really too worried about speed or the ghosts.","","1","The AI Agent was focused on collecting power pills to turn the ghosts blue, then grabbing as many normal pills as they can.","0","1","1","0","1","0","7","I came to my selections because during almost all these rounds, the ghosts were blue, so it seems that's what the AI was focused on doing as much as possible.","","5","The agent tried to go the opposite way of  the ghosts, rather than try to get pills quickly.","0","1","0","1","0","0","7","Those characters are the most important because  the game was all about Pacman avoiding the ghosts as much as possible, and grabbing pills when they were able to.","5","5","1","","5","4","","","","1","3","2","7","Player B was going much faster while collecting the pills, while Player B was stalling a lot.","","","1","1","1","7","Player A collected a power pill and was able to turn the ghosts blue and they were also collecting normal pills very fast, while the other player was stalling quite a lot.","","","1","1","2","4","Player B was better at avoiding the ghosts at all costs than Player A was.","5","5","1","","5","3","","20","55ba220a","","1269.41","41.37","","","","","","","","","","0.96","","","","","","","22.63","","","52.48","","","","","","156.66","","","6.53","","","49.32","","","","0.88","","","85.9","","","","","","","95.59","","","","","","","581.07","","","","","","","13.28","","","52.85","","","","","","","","57.23","","","","","","","","37.25","","","","","","","","14.39","","","1.02","","",""
"95","","3","en","1095609651","3","1","","0","1","1","0","0","1","0","0","0","4","3","3","/surveys/upload/surveys/248468/files/agent1_random_lrp_3.mp4","/surveys/upload/surveys/248468/files/agent2_random_lrp_3.mp4","/surveys/upload/surveys/248468/files/agent3_random_lrp_3.mp4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","278.2","64.29","","","","","","","","","","1.34","","","","","","","212.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"96","1980-01-01 00:00:00","17","en","1129583388","3","1","","0","1","1","0","0","1","0","0","0","4","6","3","/surveys/upload/surveys/248468/files/agent1_random_lrp_6.mp4","/surveys/upload/surveys/248468/files/agent2_random_lrp_6.mp4","/surveys/upload/surveys/248468/files/agent3_random_lrp_6.mp4","","","","","","A3","A3","A2","A2","A1","","","","","A1","A2","A2","","","","2","PacMan eats the cherry he gets 100 points.","1","0","0","1","0","1","5","PacMan eats the cherry he gets 100 points.","","6","Eating a power pill.","1","0","1","0","0","1","5","PacMan eats the cherry he gets 100 points.","","2","Less time to get more points.","1","0","1","1","0","0","6","Pacman receives 200, 400, 800, 1600 points for each ghost it eats successively.","4","4","4","","4","4","no","","","2","-1","1","5","Agents A get the ghost.","","","1","1","1","5","Player A get more points.","","","1","-1","2","5","Playes B gets more points.","4","4","4","","4","4","no","20","34ea220a","","1193.9","18.04","","","","","","","","","","0.55","","","","","","","106.53","","","187.26","","","","","","0.78","","","40.62","","","250.17","","","","42.6","","","48.07","","","","","","","185.98","","","","","","","156.81","","","","","","","17.58","","","63.36","","","","","","","","33.4","","","","","","","","30.16","","","","","","","","10.75","","","1.24","","",""
"97","","8","en","710309232","5","2","","0","4","1","1","1","0","0","0","0","4","7","3","/surveys/upload/surveys/248468/files/agent1_random_lrp_7.mp4","/surveys/upload/surveys/248468/files/agent2_random_lrp_7.mp4","/surveys/upload/surveys/248468/files/agent3_random_lrp_7.mp4","","","","","","A3","A3","A2","A2","A1","","","","","A1","A2","A2","","","","","","","","","","","","","","","","","","","","","","","","","","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","329.36","55.16","","","","","","","","","","0.65","","","","","","","192.52","","","21.04","","","","","","0.5","","","34.18","","","24.43","","","","0.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"98","1980-01-01 00:00:00","17","en","1415842611","3","1","","0","4","0","","","","","","","5","2","3","/surveys/upload/surveys/248468/files/agent1_random_lrp_2.mp4","/surveys/upload/surveys/248468/files/agent2_random_lrp_2.mp4","/surveys/upload/surveys/248468/files/agent3_random_lrp_2.mp4","","","","","","A3","A3","A2","A2","A1","","","","","A1","A2","A2","","","","3","The AI agent tries take as many normal pills as he can. He also tries to go towards the power pills, if possible. ","0","1","1","0","0","0","4","I saw the Pacman going around eating normal pills and navigating towards the power pills.","","1","Tries to steer clear from the ghosts. Goes towards the power pills, if possible. I don't really think he is all that interested in the normal pills. I think the AI agent rather take risks when it comes to the power pills.","1","0","1","1","0","0","4","I see Pacman mostly navigating or steering clear from the ghosts. It seems that if Pacman is near a power pill, he will quickly go for it.","","1","He goes wherever he wants, without much of a plan. Didn't really seem like there was much of a strategy.","1","0","0","0","0","0","5","Pacman just kind of stuck to itself.","2","2","4","","2","2","It was a little underwhelming. I don't really feel like I understand the strategies used by the AI agents.","","","1","1","1","2","Player B seems to waste time by sticking to a corner of the map, instead of going to retrieve pills.","","","1","1","2","1","Seems like Player B takes less risks.","","","1","1","2","2","I feel like Player A missed some opportunities. Kind of stuck around in an area for too long for no good reason.","2","2","4","","2","2","","10","77ba220c","","1067.99","32.28","","","","","","","","","","0.78","","","","","","","239.06","","","31.84","","","","","","1.34","","","31.89","","","15.89","","","","1.38","","","143.52","","","","","","","166.61","","","","","","","91.23","","","","","","","61.75","","","95.71","","","","","","","","63.13","","","","","","","","76.86","","","","","","","","12.96","","","1.76","","",""
"99","","6","en","87466446","3","1","","0","4","0","","","","","","","4","5","3","/surveys/upload/surveys/248468/files/agent1_random_lrp_5.mp4","/surveys/upload/surveys/248468/files/agent2_random_lrp_5.mp4","/surveys/upload/surveys/248468/files/agent3_random_lrp_5.mp4","","","","","","A3","A3","A2","A2","A1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1219.72","26.11","","","","","","","","","","0.95","","","","","","","83.92","","","1101.84","","","","","","1.64","","","5.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"100","1980-01-01 00:00:00","17","en","115781795","3","1","","0","4","1","1","0","0","0","0","0","5","9","3","/surveys/upload/surveys/248468/files/agent1_random_lrp_9.mp4","/surveys/upload/surveys/248468/files/agent2_random_lrp_9.mp4","/surveys/upload/surveys/248468/files/agent3_random_lrp_9.mp4","","","","","","A3","A3","A2","A2","A1","","","","","A1","A2","A2","","","","2","I believe that the AI agent's strategy was to stay in one spot in order to lure the ghosts to him so that he could move to the other side.","1","1","0","0","0","0","7","The AI agent chose to stay in one spot in order to lure the ghosts to pacman.","","11","The AI agent's strategy was just to eat the pills while avoiding the ghosts.","1","1","0","1","0","0","5","The AI agent was just moving around to eat the pills. There were power pills and cherries on the map at times, but the AI agent wasn't near it to eat it. So it was more focused on the regular normal pills.","","2","The strategy is to eat the normal pills and to avoid the ghosts while going towards the cherry for additional points.","0","1","0","0","0","1","7","The pacman was eating normal pills and going towards the cherry and it had to try to outmaneuver the ghosts.","3","3","2","","4","4","I just watch that I got to see the whole clip of the game instead of cuts of it. It would have helped a lot more seeing the whole game and to analyze what the AI agent's strategy was.","","","1","2","2","6","Agent B moved around more trying to eat the normal pills.","","","1","1","1","6","Agent A seemed to have maneuvered better and to try to eat the pills. Agent B at times just stayed in one place.","","","2","1","1","5","I felt that agent A did a better job at trying to avoid the ghosts when agent b careless walked towards the ghost trying to eat pills.","3","3","2","","4","4","No further comments.","40","26aa220e","","1685.66","82.97","","","","","","","","","","0.4","","","","","","","318.46","","","81.14","","","","","","0.6","","","94.06","","","82.26","","","","0.67","","","169.17","","","","","","","297.05","","","","","","","142.96","","","","","","","93.23","","","51.92","","","","","","","","125","","","","","","","","93.55","","","","","","","","50.88","","","1.34","","",""
"101","1980-01-01 00:00:00","17","en","1276897970","3","1","","0","4","0","","","","","","","4","6","3","/surveys/upload/surveys/248468/files/agent1_random_lrp_6.mp4","/surveys/upload/surveys/248468/files/agent2_random_lrp_6.mp4","/surveys/upload/surveys/248468/files/agent3_random_lrp_6.mp4","","","","","","A3","A3","A2","A2","A1","","","","","A1","A2","A2","","","","13","The strategy here is that the agent is only going for the power pills and nothing else.","1","0","1","0","0","0","7","The path pacman is taking only leads straight to the power pills. After getting all of them he does nothing else.","","20","The strategy here is that the agent is going for the power pills first while trying to avoid the ghosts. After getting the power pill, the agent will try to eat the blue ghosts.","0","0","1","1","1","0","6","The video shows the path pacman takes based on the normal pills eaten and it shows that he is prioritizing the power pills. In one section, it shows him going for the blue ghost after getting the pill. In another section it shows him trying to get to a power pill and and avoiding a ghost by taking another path.","","40","The strategy here is that the agent is only going straight for the power pills.","1","0","1","0","0","0","6","In the video, the agent only went for the power pills and after getting them all he does nothing else.","5","5","3","","4","2","The green highlights didn't seem to help much.","","","3","7","2","5","Player B seems to do better at clearing out the board of normal pills and power pills so they might get more points.","","","1","2","1","6","Player A is getting points by getting the power pill and eating the blue ghosts. Player B only gets the power pills and nothing else.","","","12","7","2","5","Player B seems to do better since they go for the blue ghosts rather than just  the power pill. Player A just goes for the power pill and does nothing after getting them all.","4","3","3","","4","2","none","30","32aa220e","","2001.37","57.73","","","","","","","","","","1.08","","","","","","","95.02","","","27.34","","","","","","0.7","","","57.44","","","59.5","","","","0.87","","","184.53","","","","","","","358.99","","","","","","","566.77","","","","","","","82.73","","","134.51","","","","","","","","102.31","","","","","","","","238.36","","","","","","","","33.05","","","0.44","","",""
"102","1980-01-01 00:00:00","17","en","1358592148","3","1","","0","2","1","1","1","1","0","0","0","5","6","3","/surveys/upload/surveys/248468/files/agent1_random_lrp_6.mp4","/surveys/upload/surveys/248468/files/agent2_random_lrp_6.mp4","/surveys/upload/surveys/248468/files/agent3_random_lrp_6.mp4","","","","","","A3","A3","A2","A2","A1","","","","","A1","A2","A2","","","","2","The AI seemed to strictly go for the power pills only pretty much.","0","0","1","0","1","0","5","The AI didn't really focus on just getting normal pills. It seemed to only focus on areas there were power pills and then go after ghosts quickly.","","1","The AI seems to be going directly for the 10 point options, but it does prioritize eating ghosts.","0","1","1","0","1","0","7","Pacman doesn't really need to be selected as that is itself, but it focused on getting pills, then the power pills to eat ghosts.","","1","The AI seemed to focus on grabbing up any normal pills it could find. It located the normal pills and went after them immediately.","0","1","1","1","0","0","5","It didn't really seem to care much about the ghosts or power pills. It looked like it focused on the regular pills and avoiding ghosts.","5","4","3","","5","5","no","","","1","1","2","7","The field of view for B seems to be larger. It isn't stuck to such a small area to detect where pills are at. It does seem to hunt down normal pills easily. A seemed to be just about as good though. This one was the hardest of the choices so far.","","","1","1","1","7","Player A seemed to have control over the Pacman. A seemed to play the game as it was intended. It did seem to favor the power pills, but it was grabbing up normal pills in the process. It did even land a few ghosts in the search for power pills.
B seemed to just be lost. It had a one track mind that only was searching for power pills only and was missing the main point of the game of collecting all the main pills to advance to the next stage.","","","1","1","2","5","Both player A and B did well. They both mixed up their knowledge of the game and went for about one of everything. There wasn't much focus on one thing or another. B seemed to be faster at the choices it was making. Only at the end I felt A lost it. It was having a hard time detecting the normal pills next to itself when it landed itself in a blank area.","5","5","3","","4","5","no","20","174da220d","","771.99","38.43","","","","","","","","","","1.29","","","","","","","57.79","","","50.94","","","","","","19.96","","","13.96","","","20.67","","","","1.27","","","67.1","","","","","","","83.3","","","","","","","75.53","","","","","","","38.79","","","78.8","","","","","","","","105.26","","","","","","","","94.05","","","","","","","","23.62","","","1.23","","",""
